VarietyID	AccessionID	institute	DOI	Parent1	Parent1 institute	Parent2	Parent2 institute	CodeID	Panel246	GeneticGroup	Holding	HoldingName
EC242C	EC242C_H	inra	https://doi.org/10.15454/WY6RQU	EC242C_ciam	CIAM	UH_007	UH	3118	yes	Iodent		
EC334	EC334_H	inra	https://doi.org/10.15454/7R7CML	EC334_ciam	CIAM	UH_007	UH	3119	yes	Other		
EP10	EP10_H	inra	https://doi.org/10.15454/BZLOYX	EP10_csic	CSIC	UH_007	UH	3092	yes	Other		
EP2008-18	EP2008-18_H	inra	https://doi.org/10.15454/LLQDYK	EP2008-18_csic	CSIC	UH_007	UH	3035	yes	Lancaster		
EP2008-22	EP2008-22_H	inra	https://doi.org/10.15454/BUYPKE	EP2008-22_csic	CSIC	UH_007	UH	3121	yes	Lancaster		
EP29	EP29_H	inra	https://doi.org/10.15454/GEYWPP	EP29_csic	CSIC	UH_007	UH	3098	yes	Other		
EP51	EP51_H	inra	https://doi.org/10.15454/SP8JD0	EP51_csic	CSIC	UH_007	UH	3076	yes	Other		
EP52	EP52_H	inra	https://doi.org/10.15454/JBBAWF	EP52_csic	CSIC	UH_007	UH	3014	yes	Other		
EP55	EP55_H	inra	https://doi.org/10.15454/GF4RQE	EP55_csic	CSIC	UH_007	UH	3078	yes	Other		
EP67	EP67_H	inra	https://doi.org/10.15454/I93CVI	EP67_csic	CSIC	UH_007	UH	3122	yes	Other		
EP72	EP72_H	inra	https://doi.org/10.15454/NI7BTY	EP72_csic	CSIC	UH_007	UH	3123	yes	Other		
EP77	EP77_H	inra	https://doi.org/10.15454/VGU01X	EP77_csic	CSIC	UH_007	UH	3124	yes	Other		
EZ11A	EZ11A_H	inra	https://doi.org/10.15454/F8P1TS	EZ11A_csic	CSIC	UH_007	UH	3020	yes	Other		
EZ18	EZ18_H	inra	https://doi.org/10.15454/DBYYTN	EZ18_csic	CSIC	UH_007	UH	3125	yes	Other		
EZ31	EZ31_H	inra	https://doi.org/10.15454/TYSFSI	EZ31_csic	CSIC	UH_007	UH	3126	yes	Stiff_Stalk		
EZ34	EZ34_H	inra	https://doi.org/10.15454/X1FWVP	EZ34_csic	CSIC	UH_007	UH	3048	no	Lancaster		
EZ35	EZ35_H	inra	https://doi.org/10.15454/EJEGWP	EZ35_csic	CSIC	UH_007	UH	3127	yes	Other		
EZ36	EZ36_H	inra	https://doi.org/10.15454/HVTNGN	EZ36_csic	CSIC	UH_007	UH	3128	yes	Other		
EZ37	EZ37_H	inra	https://doi.org/10.15454/GD6TZS	EZ37_csic	CSIC	UH_007	UH	3021	yes	Stiff_Stalk		
EZ38	EZ38_H	inra	https://doi.org/10.15454/QQEUB4	EZ38_csic	CSIC	UH_007	UH	3129	yes	Other		
EZ40	EZ40_H	inra	https://doi.org/10.15454/BNROZU	EZ40_csic	CSIC	UH_007	UH	3044	yes	Stiff_Stalk		
EZ42	EZ42_H	inra	https://doi.org/10.15454/3Q2V9S	EZ42_csic	CSIC	UH_007	UH	3130	yes	Stiff_Stalk		
EZ47	EZ47_H	inra	https://doi.org/10.15454/FLE1RA	EZ47_csic	CSIC	UH_007	UH	3006	yes	Other		
EZ48	EZ48_H	inra	https://doi.org/10.15454/U6LYU7	EZ48_csic	CSIC	UH_007	UH	3132	yes	Stiff_Stalk		
4401,00 F	F04401_H	inra	https://doi.org/10.15454/OAENUW	F04401_inra	INRA	UH_007	UH	3134	yes	Iodent		
4402,00 F	F04402_H	inra	https://doi.org/10.15454/Y8KSIC	F04402_inra	INRA	UH_007	UH	3135	yes	Iodent		
4701,00 F	F04701_H	inra	https://doi.org/10.15454/2BEETM	F04701_inra	INRA	UH_007	UH	3136	yes	Lancaster		
4702,00 F	F04702_H	inra	https://doi.org/10.15454/G6TRI1	F04702_inra	INRA	UH_007	UH	3137	yes	Lancaster		
5101,00 F	F05101_H	inra	https://doi.org/10.15454/LT9EBP	F05101_inra	INRA	UH_007	UH	3138	yes	Stiff_Stalk		
5404,00 F	F05404_H	inra	https://doi.org/10.15454/PQQBMH	F05404_inra	INRA	UH_007	UH	3139	yes	Iodent		
1808,00 F	F1808_H	inra	https://doi.org/10.15454/RFTVJ3	F1808_inra	INRA	UH_007	UH	3022	yes	Stiff_Stalk		
1890,00 F	F1890_H	inra	https://doi.org/10.15454/DPMMOI	FC1890_inra	INRA	UH_007	UH	3016	yes	Iodent		
218,00 F	F218_H	inra	https://doi.org/10.15454/FLADQ9	FV218_inra	INRA	UH_007	UH	3152	yes	Other		
252,00 F	F252_H	inra	https://doi.org/10.15454/KVWABC	FV252_inra	INRA	UH_007	UH	3153	yes	Other		
353,00 F	F353_H	inra	https://doi.org/10.15454/BWEN08	FV353_inra	INRA	UH_007	UH	3086	yes	Iodent		
354,00 F	F354_H	inra	https://doi.org/10.15454/AYJM3H	FV354_inra	INRA	UH_007	UH	3154	yes	Other		
546,00 F	F546_H	inra	https://doi.org/10.15454/MWDWAE	F546_inra	INRA	UH_007	UH	3133	no	NA		
608,00 F	F608_H	inra	https://doi.org/10.15454/AIXVTG	F608_inra	INRA	UH_007	UH	3140	yes	Other		
618,00 F	F618_H	inra	https://doi.org/10.15454/UUGPLJ	F618_inra	INRA	UH_007	UH	3141	yes	Other		
7001,00 F	F7001_H	inra	https://doi.org/10.15454/J1WKMB	F7001_inra	INRA	UH_007	UH	3040	yes	Other		
7019,00 F	F7019_H	inra	https://doi.org/10.15454/ML81EC	F7019_inra	INRA	UH_007	UH	3142	yes	Other		
7025,00 F	F7025_H	inra	https://doi.org/10.15454/FVQLLZ	F7025_inra	INRA	UH_007	UH	3049	yes	Stiff_Stalk		
7028,00 F	F7028_H	inra	https://doi.org/10.15454/X2ENCA	F7028_inra	INRA	UH_007	UH	3015	yes	Other		
7057,00 F	F7057_H	inra	https://doi.org/10.15454/7L8N8B	F7057_inra	INRA	UH_007	UH	3144	yes	Other		
7058,00 F	F7058_H	inra	https://doi.org/10.15454/QPSSQO	F7058_inra	INRA	UH_007	UH	3143	yes	Other		
7081,00 F	F7081_H	inra	https://doi.org/10.15454/OVKBUY	F7081_inra	INRA	UH_007	UH	3036	yes	Other		
7082,00 F	F7082_H	inra	https://doi.org/10.15454/IFDAIO	F7082_inra	INRA	UH_007	UH	3145	yes	Other		
712,00 F	F712_H	inra	https://doi.org/10.15454/6FDQYP	F712_inra	INRA	UH_007	UH	3057	yes	Other		
748,00 F	F748_H	inra	https://doi.org/10.15454/P7GP0D	F748_inra	INRA	UH_007	UH	3054	yes	Lancaster		
752,00 F	F752_H	inra	https://doi.org/10.15454/DU6APM	F752_inra	INRA	UH_007	UH	3146	yes	Other		
816,00 F	F816_H	inra	https://doi.org/10.15454/WPUFWH	F816_inra	INRA	UH_007	UH	3264	no	Lancaster		
838,00 F	F838_H	inra	https://doi.org/10.15454/KSZLK9	F838_inra	INRA	UH_007	UH	3028	yes	Other		
874,00 F	F874_H	inra	https://doi.org/10.15454/LBNZ4P	F874_inra	INRA	UH_007	UH	3147	yes	Other		
888,00 F	F888_H	inra	https://doi.org/10.15454/VQ9W36	F888_inra	INRA	UH_007	UH	3148	yes	Other		
894,00 F	F894_H	inra	https://doi.org/10.15454/WBSYN7	F894_inra	INRA	UH_007	UH	3010	yes	Other		
908,00 F	F908_H	inra	https://doi.org/10.15454/TML7FA	F908_inra	INRA	UH_007	UH	3149	yes	Other		
912,00 F	F912_H	inra	https://doi.org/10.15454/ZJPT9Q	F912_inra	INRA	UH_007	UH	3011	yes	Iodent		
918,00 F	F918_H	inra	https://doi.org/10.15454/HOMOXO	F918_inra	INRA	UH_007	UH	3065	yes	Other		
922,00 F	F922_H	inra	https://doi.org/10.15454/VSJSVC	F922_inra	INRA	UH_007	UH	3150	yes	Other		
